Throughput
1
324
325
324
325
325
325
324
325
325
115
56
51
47
53
44
91
325
324
324
325
324
325
325
308
325
325
325
324
324
325
324
325
324
325
324
324
325
325
324
325
324
325
325
324
326
305
325
325
325
325
325
325
325
325
325
325
325
325
325
